epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,15302.1,0.79954,0.54126,1.17734,0.85662,0.89615,0.89334,0.70345,0.83013,115.502,1.17944,0.00311641,0.00311641,0.00311641
180,15387.7,0.79591,0.53987,1.17672,0.85734,0.89624,0.89334,0.70355,0.83012,115.316,1.17926,0.00307773,0.00307773,0.00307773
181,15473.4,0.79132,0.53717,1.17654,0.85797,0.89596,0.89355,0.70358,0.82996,115.129,1.17907,0.00303906,0.00303906,0.00303906
182,15559.1,0.79269,0.53782,1.17619,0.85833,0.8959,0.89374,0.7035,0.82993,114.85,1.17905,0.00300039,0.00300039,0.00300039
183,15644.6,0.79338,0.53392,1.17824,0.85905,0.89556,0.8939,0.7037,0.82984,114.663,1.17877,0.00296172,0.00296172,0.00296172
184,15730,0.7909,0.53454,1.17481,0.85989,0.89425,0.89398,0.70374,0.82943,114.57,1.17844,0.00292305,0.00292305,0.00292305
185,15815.6,0.79085,0.53482,1.17263,0.86062,0.89397,0.89428,0.7037,0.82943,114.476,1.17835,0.00288438,0.00288438,0.00288438
186,15901.3,0.7839,0.53121,1.1696,0.86144,0.89408,0.89426,0.70376,0.82943,114.382,1.17817,0.0028457,0.0028457,0.0028457
187,15987.1,0.78241,0.52644,1.16393,0.86125,0.8943,0.89433,0.70387,0.82916,114.196,1.17799,0.00280703,0.00280703,0.00280703
188,16073,0.78292,0.53028,1.16661,0.86213,0.89403,0.89455,0.704,0.82881,114.102,1.17754,0.00276836,0.00276836,0.00276836
189,16158.6,0.78263,0.5263,1.16663,0.86184,0.89485,0.89475,0.70468,0.82867,114.009,1.1774,0.00272969,0.00272969,0.00272969
190,16244.5,0.78282,0.52826,1.16789,0.86072,0.89544,0.89493,0.70482,0.82863,113.915,1.17724,0.00269102,0.00269102,0.00269102
191,16330.2,0.77803,0.52406,1.166,0.86078,0.89537,0.89513,0.7049,0.82849,113.822,1.17711,0.00265234,0.00265234,0.00265234
192,16415.9,0.7746,0.52162,1.16456,0.86242,0.8947,0.89523,0.70472,0.82826,113.822,1.177,0.00261367,0.00261367,0.00261367
193,16501.6,0.7712,0.52249,1.16386,0.86162,0.89628,0.89535,0.70555,0.82806,113.728,1.17689,0.002575,0.002575,0.002575
194,16587.2,0.77409,0.51746,1.15809,0.86234,0.89554,0.8955,0.70519,0.82809,113.728,1.17681,0.00253633,0.00253633,0.00253633
195,16672.8,0.7662,0.51754,1.15723,0.86148,0.89617,0.8958,0.70499,0.82794,113.634,1.17657,0.00249766,0.00249766,0.00249766
196,16758.5,0.76427,0.51385,1.15363,0.86139,0.89608,0.8958,0.70589,0.82792,113.634,1.17653,0.00245898,0.00245898,0.00245898
197,16844.2,0.76635,0.51867,1.15654,0.86015,0.89716,0.89571,0.70556,0.82785,113.54,1.17652,0.00242031,0.00242031,0.00242031
198,16930.2,0.76178,0.51208,1.15163,0.86025,0.89897,0.89602,0.70552,0.82778,113.54,1.17635,0.00238164,0.00238164,0.00238164
199,17016.1,0.76046,0.509,1.15226,0.86065,0.8984,0.89592,0.70577,0.82769,113.354,1.17631,0.00234297,0.00234297,0.00234297
200,17102.2,0.76014,0.51127,1.15276,0.85411,0.90124,0.89591,0.70576,0.82751,113.26,1.17611,0.0023043,0.0023043,0.0023043
201,17188,0.75837,0.50674,1.15214,0.85485,0.90142,0.89594,0.70637,0.82744,113.167,1.176,0.00226562,0.00226562,0.00226562
202,17274.2,0.75661,0.50404,1.14448,0.85533,0.90175,0.89595,0.70632,0.82748,112.98,1.17589,0.00222695,0.00222695,0.00222695
203,17360.3,0.75343,0.50476,1.14861,0.85578,0.90213,0.89592,0.7061,0.82748,112.887,1.17586,0.00218828,0.00218828,0.00218828
204,17446.5,0.75414,0.50638,1.146,0.85572,0.90271,0.89608,0.70664,0.82723,112.793,1.17579,0.00214961,0.00214961,0.00214961
205,17532.5,0.74755,0.50169,1.1493,0.85608,0.90272,0.89624,0.70708,0.82726,112.607,1.17557,0.00211094,0.00211094,0.00211094
206,17618.5,0.75619,0.50679,1.14749,0.85595,0.90262,0.89632,0.70759,0.82698,112.513,1.17535,0.00207227,0.00207227,0.00207227
207,17704.4,0.74731,0.50124,1.14229,0.85523,0.90184,0.89654,0.70759,0.82676,112.513,1.17527,0.00203359,0.00203359,0.00203359
208,17790.1,0.74702,0.49978,1.14169,0.855,0.90253,0.89654,0.7081,0.82662,112.513,1.1752,0.00199492,0.00199492,0.00199492
209,17875.6,0.74641,0.49444,1.14021,0.85544,0.90255,0.89687,0.70791,0.82643,112.512,1.17495,0.00195625,0.00195625,0.00195625
210,17961.4,0.74014,0.49575,1.13913,0.85276,0.90493,0.89705,0.70824,0.8263,112.419,1.17471,0.00191758,0.00191758,0.00191758
211,18047,0.73409,0.49158,1.13528,0.85278,0.90498,0.89689,0.70804,0.82599,112.325,1.17464,0.00187891,0.00187891,0.00187891
212,18132.7,0.73979,0.49481,1.13778,0.85202,0.90584,0.89681,0.70833,0.82598,112.232,1.17452,0.00184023,0.00184023,0.00184023
213,18218.2,0.73351,0.48896,1.13422,0.8518,0.90532,0.89676,0.7088,0.82596,112.232,1.17462,0.00180156,0.00180156,0.00180156
214,18303.8,0.73529,0.49053,1.13198,0.85295,0.90437,0.89678,0.70884,0.82573,112.231,1.17442,0.00176289,0.00176289,0.00176289
215,18389.4,0.73047,0.48774,1.12864,0.8536,0.90425,0.89685,0.70911,0.82558,112.231,1.17424,0.00172422,0.00172422,0.00172422
216,18475,0.72961,0.48831,1.13455,0.85464,0.90403,0.89691,0.70908,0.82527,112.324,1.17415,0.00168555,0.00168555,0.00168555
217,18560.9,0.72159,0.48253,1.12405,0.85579,0.90433,0.89699,0.70906,0.82523,112.324,1.17406,0.00164688,0.00164688,0.00164688
218,18646.6,0.72474,0.48434,1.13217,0.85463,0.90496,0.89713,0.70897,0.82508,112.231,1.17397,0.0016082,0.0016082,0.0016082
219,18732.5,0.7237,0.48157,1.12814,0.85729,0.90314,0.89717,0.7093,0.82492,112.231,1.17376,0.00156953,0.00156953,0.00156953
220,18818.1,0.71893,0.47546,1.12304,0.85684,0.90327,0.89722,0.70932,0.82518,112.045,1.1739,0.00153086,0.00153086,0.00153086
221,18909.2,0.71463,0.47812,1.12178,0.8573,0.90314,0.89726,0.70906,0.82495,111.951,1.17373,0.00149219,0.00149219,0.00149219
222,19001,0.71745,0.47736,1.12474,0.85577,0.90438,0.89735,0.70982,0.8248,112.044,1.17363,0.00145352,0.00145352,0.00145352
223,19090,0.71168,0.47366,1.1177,0.85635,0.90413,0.8974,0.70954,0.82464,111.857,1.17349,0.00141484,0.00141484,0.00141484
224,19176,0.71159,0.47452,1.11864,0.85645,0.90422,0.89751,0.70996,0.82442,111.95,1.17338,0.00137617,0.00137617,0.00137617
225,19262.4,0.71123,0.47438,1.11905,0.85859,0.90423,0.89741,0.70975,0.8244,112.043,1.17351,0.0013375,0.0013375,0.0013375
226,19348.6,0.70995,0.47305,1.11911,0.85808,0.90431,0.89761,0.71005,0.82424,112.136,1.17349,0.00129883,0.00129883,0.00129883
227,19437.7,0.70833,0.47131,1.12068,0.85864,0.90259,0.89759,0.71008,0.82421,112.135,1.17353,0.00126016,0.00126016,0.00126016
228,19528.4,0.70455,0.46764,1.11718,0.85798,0.90316,0.89759,0.7103,0.82427,112.042,1.17359,0.00122148,0.00122148,0.00122148
229,19619.5,0.70387,0.46778,1.11124,0.85811,0.90255,0.89739,0.71028,0.82406,112.134,1.1733,0.00118281,0.00118281,0.00118281
230,19709.8,0.69937,0.46412,1.11063,0.85778,0.90292,0.89756,0.71061,0.82399,112.135,1.1733,0.00114414,0.00114414,0.00114414
231,19796,0.69391,0.46037,1.1061,0.86077,0.89814,0.8976,0.71058,0.82388,112.227,1.17322,0.00110547,0.00110547,0.00110547
232,19882.3,0.69722,0.46111,1.11113,0.85933,0.89869,0.89758,0.71136,0.82366,112.227,1.17321,0.0010668,0.0010668,0.0010668
233,19968.4,0.69847,0.46536,1.11158,0.86285,0.8955,0.89768,0.71112,0.8234,112.227,1.17305,0.00102812,0.00102812,0.00102812
234,20056.3,0.69555,0.46011,1.10758,0.86292,0.89591,0.89791,0.71086,0.82322,112.319,1.17303,0.000989453,0.000989453,0.000989453
235,20147.2,0.6894,0.45855,1.10515,0.86444,0.8943,0.89784,0.71113,0.82318,112.226,1.17296,0.000950781,0.000950781,0.000950781
236,20238.3,0.68839,0.45149,1.10205,0.86623,0.89356,0.89793,0.71128,0.82299,112.319,1.17274,0.000912109,0.000912109,0.000912109
237,20329.4,0.68118,0.45265,1.10111,0.86614,0.89464,0.89807,0.71148,0.82284,112.319,1.17271,0.000873437,0.000873437,0.000873437
238,20415.7,0.68341,0.4538,1.10209,0.86532,0.89524,0.898,0.71153,0.82262,112.411,1.17252,0.000834766,0.000834766,0.000834766
239,20502,0.68535,0.4568,1.10497,0.86575,0.89582,0.89816,0.71173,0.82267,112.411,1.17245,0.000796094,0.000796094,0.000796094
240,20588.4,0.6803,0.45174,1.10107,0.86531,0.8967,0.8982,0.71206,0.82245,112.597,1.17236,0.000757422,0.000757422,0.000757422
241,20675.7,0.67263,0.44647,1.09599,0.86563,0.89574,0.89806,0.71183,0.82238,112.69,1.17239,0.00071875,0.00071875,0.00071875
242,20767,0.67644,0.44975,1.10046,0.8655,0.89546,0.89799,0.71185,0.82211,112.783,1.17226,0.000680078,0.000680078,0.000680078
243,20858.2,0.67425,0.44717,1.09684,0.86602,0.89559,0.8983,0.71156,0.82177,113.063,1.17188,0.000641406,0.000641406,0.000641406
244,20949.1,0.67115,0.44348,1.09377,0.86575,0.89663,0.89837,0.71131,0.82149,113.156,1.17186,0.000602734,0.000602734,0.000602734
245,21034.9,0.66777,0.44063,1.09243,0.86561,0.89678,0.8983,0.71145,0.82136,113.341,1.1719,0.000564063,0.000564063,0.000564063
246,21121.1,0.67123,0.44654,1.09393,0.8652,0.89748,0.89831,0.71151,0.82125,113.434,1.17194,0.000525391,0.000525391,0.000525391
247,21207.4,0.66558,0.44409,1.09225,0.86337,0.89811,0.8986,0.71184,0.82095,113.62,1.17184,0.000486719,0.000486719,0.000486719
248,21295,0.66445,0.44106,1.09071,0.86466,0.8977,0.89863,0.71173,0.82072,113.714,1.1717,0.000448047,0.000448047,0.000448047
249,21385.8,0.66352,0.44023,1.08952,0.86403,0.8972,0.89866,0.71193,0.82063,113.993,1.17166,0.000409375,0.000409375,0.000409375
250,21477.2,0.66265,0.4375,1.09082,0.86414,0.89747,0.89877,0.71256,0.82041,114.178,1.17172,0.000370703,0.000370703,0.000370703
251,21568.1,0.66144,0.44093,1.08815,0.86465,0.89756,0.90002,0.71257,0.82035,114.365,1.17178,0.000332031,0.000332031,0.000332031
252,21654.2,0.65707,0.43374,1.08675,0.86354,0.89817,0.90405,0.71275,0.82029,114.458,1.17178,0.000293359,0.000293359,0.000293359
253,21740.6,0.65619,0.43608,1.08731,0.86579,0.89672,0.90606,0.71271,0.82014,114.643,1.17179,0.000254687,0.000254687,0.000254687
254,21827,0.65215,0.43171,1.08376,0.86841,0.89737,0.90801,0.71278,0.81993,114.829,1.17175,0.000216016,0.000216016,0.000216016
255,21914.1,0.65128,0.43147,1.08346,0.87147,0.8946,0.90702,0.71288,0.81975,115.016,1.1718,0.000177344,0.000177344,0.000177344
256,22004.6,0.65529,0.4339,1.08498,0.86988,0.8961,0.90802,0.71264,0.81979,115.295,1.17198,0.000138672,0.000138672,0.000138672
